category,cooking_method,cuisine,image,ingredients,prep_time,recipe_name,serves,tags
,"['Combine beaten rice with roasted soybeans and onion. Season with timur powder, salt, and mustard oil. Mix thoroughly and serve as a crunchy snack.']",['Nepali'],https://images.unsplash.com/photo-1574484284002-952d92456975?w=800&q=80,"['2 cups beaten rice (chiura)', '1/2 cup roasted soybeans', '1 onion chopped', '1 tablespoon mustard oil', '1 teaspoon timur powder', '1 teaspoon salt']",20 minutes,Seasonal Special Snack #918,4 servings,"Vegetarian, Snack"
,"['Mix chickpeas with potato, onion, and tomato. Add chaat masala, salt, and lemon juice. Toss gently and serve chilled.']",['Nepali'],https://images.unsplash.com/photo-1547592180-85f173990554?w=800&q=80,"['1 cup boiled black chickpeas', '1 potato diced', '1 onion chopped', '1 tomato chopped', '1 teaspoon chaat masala', '1 tablespoon lemon juice', '1 teaspoon salt']",25 minutes,Seasonal Special Snack #919,4 servings,"Vegetarian, Snack"
,"['Heat butter in a skillet and add roasted peanuts. Stir in chilli powder, black salt, and cumin powder. Roast briefly until aromatic and serve warm.']",['Nepali'],https://images.unsplash.com/photo-1596797038530-2c107229654b?w=800&q=80,"['2 cups roasted peanuts', '1 tablespoon butter', '1 teaspoon chilli powder', '1 teaspoon black salt', '1 teaspoon cumin powder']",15 minutes,Seasonal Special Snack #920,4 servings,"Vegetarian, Snack"
,"['Toast bread cubes in butter until crisp. Sprinkle cheese, oregano, and chilli flakes on top. Heat briefly until cheese melts and serve hot.']",['Nepali'],https://images.unsplash.com/photo-1455619452474-d2be8b1ae538?w=800&q=80,"['2 bread slices cubed', '1/2 cup grated cheese', '1 tablespoon butter', '1 teaspoon oregano', '1 teaspoon chilli flakes']",20 minutes,Seasonal Special Snack #921,4 servings,"Vegetarian, Snack"
,['Coat banana slices in rice flour mixed with sugar and cinnamon. Deep fry until golden and crispy. Serve warm.'],['Nepali'],https://images.unsplash.com/photo-1504674900247-0877df9cc836?w=800&q=80,"['2 bananas sliced', '1/2 cup rice flour', '1 tablespoon sugar', '1/4 teaspoon cinnamon powder', 'oil for frying']",20 minutes,Seasonal Special Snack #922,3 servings,"Vegetarian, Snack"
,['Heat mustard oil and sauté sesame seeds and green chilli. Add potatoes with turmeric and salt. Toss until lightly crisp and well coated.'],['Nepali'],https://images.unsplash.com/photo-1490645935967-10de6ba17061?w=800&q=80,"['2 cups boiled potatoes cubed', '1 tablespoon mustard oil', '1 teaspoon sesame seeds', '1 green chilli chopped', '1 teaspoon turmeric powder', '1 teaspoon salt']",20 minutes,Seasonal Special Snack #923,4 servings,"Vegetarian, Snack"
,['Combine all ingredients in a bowl and mix well. Add lemon juice just before serving to maintain crunchiness.'],['Nepali'],https://images.unsplash.com/photo-1540189549336-e6e99e49c67f?w=800&q=80,"['1 cup puffed rice', '1/2 cup roasted chickpeas', '1 onion chopped', '1 tomato diced', '1 teaspoon chilli powder', '1 tablespoon lemon juice']",15 minutes,Seasonal Special Snack #924,4 servings,"Vegetarian, Snack"
,['Mix semolina with yogurt and seasonings to form a thick batter. Rest for 10 minutes. Fry spoonfuls in hot oil until golden brown.'],['Nepali'],https://images.unsplash.com/photo-1476224203421-74177f9f4a76?w=800&q=80,"['1 cup semolina', '1/2 cup yogurt', '1 onion chopped', '1 green chilli chopped', '1 teaspoon salt', 'oil for frying']",30 minutes,Seasonal Special Snack #925,5 servings,"Vegetarian, Snack"
,['Mash sweet potatoes lightly and sauté in butter with spices until slightly caramelized. Serve warm.'],['Nepali'],https://images.unsplash.com/photo-1414235077428-338989a2e8c0?w=800&q=80,"['2 sweet potatoes boiled', '1 teaspoon cumin powder', '1 teaspoon chilli flakes', '1 tablespoon butter', '1 teaspoon salt']",25 minutes,Seasonal Special Snack #926,4 servings,"Vegetarian, Snack"
,"['Combine sprouts, cucumber, tomato, and green chilli in a bowl. Season with lemon juice and black salt. Toss and serve fresh.']",['Nepali'],https://images.unsplash.com/photo-1482049016688-2d3e1b311543?w=800&q=80,"['1 cup boiled sprouts', '1 cucumber diced', '1 tomato chopped', '1 tablespoon lemon juice', '1 teaspoon black salt', '1 green chilli chopped']",20 minutes,Seasonal Special Snack #927,4 servings,"Vegetarian, Snack"
,"['Sauté vegetables in butter until tender. Add boiled pasta, tomato sauce, salt, and pepper. Toss well and cook for 3–4 minutes.']",['Nepali'],https://images.unsplash.com/photo-1473093295043-cdd812d0e601?w=800&q=80,"['2 cups boiled pasta', '1 tablespoon butter', '1/2 cup mixed vegetables', '1 teaspoon black pepper', '1 teaspoon salt', '1 tablespoon tomato sauce']",20 minutes,Seasonal Special Snack #928,4 servings,"Vegetarian, Snack"
,"['Mix watermelon cubes with chaat masala, black salt, lemon juice, and mint leaves. Chill briefly before serving.']",['Nepali'],https://images.unsplash.com/photo-1466637574441-749b8f19452f?w=800&q=80,"['2 cups watermelon cubes', '1 tablespoon chaat masala', '1 tablespoon lemon juice', '1 teaspoon black salt', '5 mint leaves chopped']",15 minutes,Seasonal Special Snack #929,4 servings,"Vegetarian, Snack"
,"['In a bowl combine mashed paneer, boiled potato, garam masala, minced green chilli, and salt. Mix until the ingredients bind together evenly. Shape into small flat cutlets or oval patties. Heat a thin layer of oil in a skillet and shallow fry the cutlets over medium heat until both sides become crispy and golden brown. Serve hot with mint chutney or ketchup.']",['Nepali'],https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=800&q=80,"['1 cup mashed paneer', '1 boiled potato mashed', '1 teaspoon garam masala', '1 green chilli minced', '1 teaspoon salt', 'oil for shallow frying']",25 minutes,Seasonal Special Snack #930,4 servings,"Vegetarian, Snack"
,"['Prepare freshly popped popcorn and transfer it into a large bowl. Drizzle melted butter slowly while tossing continuously so the popcorn gets coated evenly. Sprinkle chilli powder, garlic powder, and salt over the popcorn and mix again thoroughly. Serve immediately while warm and crunchy.']",['Nepali'],https://images.unsplash.com/photo-1498837167922-ddd27525d352?w=800&q=80,"['2 cups popcorn', '2 tablespoons melted butter', '1 teaspoon chilli powder', '1 teaspoon garlic powder', '1 teaspoon salt']",20 minutes,Seasonal Special Snack #931,5 servings,"Vegetarian, Snack"
,"['In a mixing bowl whisk flour, sugar, cardamom powder, and milk together until a smooth thick batter forms. Heat oil in a deep frying pan over medium heat. Drop small spoonfuls of batter carefully into the hot oil and fry until puffed and golden brown on all sides. Remove and drain excess oil. Garnish with chopped nuts and serve warm as a sweet snack or dessert.']",['Nepali'],https://images.unsplash.com/photo-1567620832903-9fc6debc209f?w=800&q=80,"['1 cup flour', '1/2 cup sugar', '1/2 teaspoon cardamom powder', '1/2 cup milk', 'oil for frying', '2 tablespoons chopped nuts']",30 minutes,Seasonal Special Snack #932,4 servings,"Vegetarian, Snack"
,"['In a large mixing bowl combine puffed rice, roasted peanuts and sev. Heat mustard oil in a small pan until smoking hot then pour it over the mixture to give a nice aroma. Add chopped onion, tomato, green chilies, chaat masala, red chili powder, salt and lemon juice. Mix everything thoroughly but gently so the puffed rice does not break too much. Garnish with fresh cilantro and serve immediately as a crunchy evening snack.']",['Nepali'],https://images.unsplash.com/photo-1563379091054-1e4dddd2fbdc?w=800&q=80,"['2 cups puffed rice (murmura)', '1 cup roasted peanuts', '1/2 cup sev', '1 small onion finely chopped', '1 tomato chopped', '2 green chilies chopped', '1 tsp chaat masala', '1/2 tsp red chili powder', '1 tbsp lemon juice', '2 tbsp mustard oil', 'Fresh cilantro chopped', 'Salt to taste']",25 minutes,Seasonal Special Snack #933,4 servings,"Vegetarian, Snack"
,"['Cut boiled potatoes into small cubes and mix them with boiled chickpeas in a serving plate. Drizzle beaten yogurt, tamarind chutney and green chutney generously over the mixture. Sprinkle chaat masala and roasted cumin powder. Top with plenty of sev, chopped cilantro and pomegranate seeds. Toss lightly just before serving to keep the crunch intact.']",['Nepali'],https://images.unsplash.com/photo-1551248429-40975aa4de74?w=800&q=80,"['4 boiled potatoes', '1 cup boiled chickpeas', '1 cup yogurt beaten', '1/2 cup tamarind chutney', '1/2 cup green chutney', '1 tsp chaat masala', '1/2 tsp roasted cumin powder', 'Sev for garnish', 'Fresh cilantro', 'Pomegranate seeds (optional)']",30 minutes,Seasonal Special Snack #934,4 servings,"Vegetarian, Snack"
,"['Lightly soak chiura in water for 2 minutes then drain completely. In a large bowl mix drained chiura with mixed sprouts, grated carrot, chopped cucumber and tomato. Add chaat masala, black salt, green chili, lemon juice and chopped cilantro. Toss everything well and serve fresh as a healthy and light seasonal snack.']",['Nepali'],https://images.unsplash.com/photo-1603105037880-880cd4edfb0d?w=800&q=80,"['2 cups flattened rice (chiura)', '1 cup mixed sprouts', '1 carrot grated', '1 cucumber chopped', '1 tomato chopped', '1 tsp chaat masala', '1/2 tsp black salt', '2 tbsp lemon juice', '1 green chili chopped', 'Fresh cilantro']",20 minutes,Seasonal Special Snack #935,4 servings,"Vegetarian, Snack"
,"['Mix besan with water into a smooth thin batter. Add ajwain, turmeric, red chili powder and salt. Heat oil in a pan, pour small portions of batter to make thin crispy pancakes. Cook both sides until golden and crisp. Break into pieces, sprinkle chaat masala and serve hot as a crunchy tea-time snack.']",['Nepali'],https://images.unsplash.com/photo-1542010589005-d1eaab3cbf88?w=800&q=80,"['1 cup besan (gram flour)', '2 cups water', '1 tsp ajwain', '1/2 tsp turmeric', '1 tsp red chili powder', 'Salt to taste', 'Oil for frying', '1 tsp chaat masala']",35 minutes,Seasonal Special Snack #936,4 servings,"Vegetarian, Snack"
,"['Boil or grill the corn until tender. While still hot, brush generously with butter. Sprinkle chaat masala, red chili powder, black salt and lemon juice evenly over the corn. Roll the cobs so the spices coat all kernels. Garnish with chopped cilantro and serve immediately.']",['Nepali'],https://images.unsplash.com/photo-1548940740-a09f9a3d09ce?w=800&q=80,"['4 ears of fresh corn', '2 tbsp butter', '1 tsp chaat masala', '1/2 tsp red chili powder', '1/2 tsp black salt', '1 tbsp lemon juice', 'Fresh cilantro']",25 minutes,Seasonal Special Snack #937,4 servings,"Vegetarian, Snack"
,"['Marinate chicken wings with ginger-garlic paste, turmeric, chili powder, garam masala, yogurt and salt for at least 30 minutes. Heat oil in a deep pan and fry the wings on medium heat until golden and crispy. Drain excess oil and serve hot with lemon wedges and mint chutney.']",['Nepali'],https://images.unsplash.com/photo-1559058989-5d1e5e7f0bce?w=800&q=80,"['500g chicken wings', '2 tbsp ginger-garlic paste', '1 tsp turmeric', '1 tsp red chili powder', '1 tsp garam masala', '2 tbsp yogurt', 'Salt to taste', 'Oil for frying', 'Lemon wedges']",40 minutes,Seasonal Special Snack #938,4 servings,"Vegetarian, Snack"
,"['Mix rice flour, grated coconut, melted jaggery, cardamom powder and ghee into a soft dough. Shape into small balls or rings. Heat oil in a kadai and deep fry until golden brown and crisp. Drain on paper towels and serve as a sweet-savory seasonal snack.']",['Nepali'],https://images.unsplash.com/photo-1571167541620-70f394f0d8e0?w=800&q=80,"['2 cups rice flour', '1 cup grated coconut', '1/2 cup jaggery', '1 tsp cardamom powder', '2 tbsp ghee', 'Oil for frying']",30 minutes,Seasonal Special Snack #939,4 servings,"Vegetarian, Snack"
,"['In a bowl mix boiled chickpeas with chopped onion, tomatoes and green chilies. Add chaat masala, roasted cumin powder, salt and lemon juice. Toss well to combine all flavors. Garnish with plenty of fresh cilantro and serve as a protein-rich spicy snack.']",['Nepali'],https://images.unsplash.com/photo-1555939594-77e04cd3ad8e?w=800&q=80,"['2 cups boiled chickpeas', '1 onion finely chopped', '2 tomatoes chopped', '2 green chilies', '1 tsp chaat masala', '1/2 tsp roasted cumin', '1 tbsp lemon juice', 'Fresh cilantro', 'Salt to taste']",25 minutes,Seasonal Special Snack #940,4 servings,"Vegetarian, Snack"
,"['Slice bananas diagonally. Make a thick batter with besan, sugar, cardamom and little water. Dip banana slices in the batter and deep fry in hot oil until golden and crispy. Drain and serve warm sprinkled with extra sugar if desired.']",['Nepali'],https://images.unsplash.com/photo-1600891964599-f61ba0e24092?w=800&q=80,"['4 ripe bananas', '1 cup besan', '2 tbsp sugar', '1/2 tsp cardamom', 'Oil for frying']",20 minutes,Seasonal Special Snack #941,4 servings,"Vegetarian, Snack"
,"['Toss paneer cubes with cornflour, chili powder, garam masala and salt. Heat oil and fry the cubes until golden and crispy on all sides. Sprinkle chaat masala generously while still hot. Serve immediately with green chutney.']",['Nepali'],https://images.unsplash.com/photo-1565299624946-b28f40a0ca4b?w=800&q=80,"['300g paneer cubed', '2 tbsp cornflour', '1 tsp chili powder', '1 tsp garam masala', 'Salt to taste', 'Oil for frying', '1 tbsp chaat masala']",35 minutes,Seasonal Special Snack #942,4 servings,"Vegetarian, Snack"
,"['Whisk yogurt until smooth and add sugar, black salt and roasted cumin powder. Lightly crush roasted flattened rice and mix into the yogurt. Garnish with fresh mint leaves and serve chilled as a refreshing seasonal snack.']",['Nepali'],https://images.unsplash.com/photo-1571167452520-0e1a4e6cb2d5?w=800&q=80,"['2 cups yogurt', '1 cup roasted flattened rice', '1/2 tsp roasted cumin powder', '1/2 tsp black salt', '1 tsp sugar', 'Fresh mint leaves']",15 minutes,Seasonal Special Snack #943,4 servings,"Vegetarian, Snack"
,"['Grind soaked moong dal with green chilies, ginger, cumin and salt into a coarse paste without adding much water. Heat oil and drop small portions of the mixture to make crispy fritters. Fry until golden brown on both sides. Serve hot with coconut or mint chutney.']",['Nepali'],https://images.unsplash.com/photo-1565557623262-b51206e893e7?w=800&q=80,"['1 cup moong dal soaked', '2 green chilies', '1 inch ginger', '1 tsp cumin seeds', 'Salt to taste', 'Oil for frying']",30 minutes,Seasonal Special Snack #944,4 servings,"Vegetarian, Snack"
,"['Boil or steam sweet potatoes until soft, then peel and cut into rounds. Heat ghee in a pan and lightly roast the slices until golden. Sprinkle chaat masala, chili powder and lemon juice. Garnish with cilantro and serve warm.']",['Nepali'],https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=800&q=80,"['4 sweet potatoes', '1 tsp chaat masala', '1/2 tsp chili powder', '1 tbsp ghee', 'Lemon juice', 'Fresh cilantro']",25 minutes,Seasonal Special Snack #945,4 servings,"Vegetarian, Snack"
,"['Marinate chicken pieces with yogurt, ginger-garlic paste, turmeric, garam masala and salt for 30 minutes. Heat oil in a pan and shallow fry the chicken pieces on medium heat until golden and fully cooked. Serve hot with onion rings and lemon.']",['Nepali'],https://images.unsplash.com/photo-1567620905732-2d1ec7ab7445?w=800&q=80,"['500g boneless chicken', '2 tbsp yogurt', '1 tbsp ginger-garlic paste', '1 tsp turmeric', '1 tsp garam masala', 'Salt to taste', 'Oil for shallow frying']",40 minutes,Seasonal Special Snack #946,4 servings,"Vegetarian, Snack"
,['Heat ghee in a pan and lightly roast the mixed dry fruits until fragrant. Add cardamom powder and jaggery or sugar. Stir quickly for 1-2 minutes until coated. Cool slightly and serve as an energy-rich healthy snack.'],['Nepali'],https://images.unsplash.com/photo-1512058564366-18510be2db19?w=800&q=80,"['2 cups mixed dry fruits (cashew, almond, raisin)', '2 tbsp ghee', '1/2 tsp cardamom powder', '2 tbsp jaggery or sugar']",20 minutes,Seasonal Special Snack #947,4 servings,"Vegetarian, Snack"
,"['Beat eggs with milk, sugar and cardamom. Dip bread slices in the mixture. Heat ghee in a pan and fry the bread until golden on both sides. Serve warm sprinkled with extra sugar or honey.']",['Nepali'],https://images.unsplash.com/photo-1574484284002-952d92456975?w=800&q=80,"['4 bread slices', '2 eggs', '1/2 cup milk', '2 tbsp sugar', '1/2 tsp cardamom', 'Ghee for frying']",25 minutes,Seasonal Special Snack #948,4 servings,"Vegetarian, Snack"
,"['Heat oil and add mustard seeds. Once they splutter, add green chilies and mixed vegetables. Stir-fry for 3-4 minutes. Add leftover rice, turmeric and salt. Mix well and cook on medium heat for 5-7 minutes. Garnish with cilantro and serve.']",['Nepali'],https://images.unsplash.com/photo-1547592180-85f173990554?w=800&q=80,"['2 cups leftover rice', '1 cup mixed vegetables chopped', '1 tsp mustard seeds', '1 tsp turmeric', '2 green chilies', '2 tbsp oil', 'Fresh cilantro']",30 minutes,Seasonal Special Snack #949,4 servings,"Vegetarian, Snack"
,"['Mix minced mutton with chopped onion, green chilies, ginger-garlic paste, garam masala and salt. Shape into small kebabs. Heat oil and shallow fry until golden brown and cooked through. Serve hot with mint chutney.']",['Nepali'],https://images.unsplash.com/photo-1596797038530-2c107229654b?w=800&q=80,"['300g minced mutton', '1 onion finely chopped', '2 green chilies', '1 tsp ginger-garlic paste', '1 tsp garam masala', 'Salt to taste', 'Oil for frying']",35 minutes,Seasonal Special Snack #950,4 servings,"Vegetarian, Snack"
,"['In a bowl mix roasted gram with chaat masala, chili powder and black salt. Sprinkle lemon juice and toss well so the spices coat evenly. Serve as a quick crunchy protein snack.']",['Nepali'],https://images.unsplash.com/photo-1455619452474-d2be8b1ae538?w=800&q=80,"['2 cups roasted gram (chana)', '1 tsp chaat masala', '1/2 tsp chili powder', '1/2 tsp black salt', '1 tbsp lemon juice']",20 minutes,Seasonal Special Snack #951,4 servings,"Vegetarian, Snack"
,"['Heat ghee in a pan and roast semolina on low heat until aromatic. Add sugar and a little water, stir continuously until it forms a soft mixture. Add chopped nuts and cardamom powder. Spread on a plate, cut into pieces when slightly cooled and serve.']",['Nepali'],https://images.unsplash.com/photo-1504674900247-0877df9cc836?w=800&q=80,"['1 cup semolina (suji)', '1/2 cup sugar', '1/2 cup ghee', '1/4 cup chopped nuts', '1/2 tsp cardamom powder']",25 minutes,Seasonal Special Snack #952,4 servings,"Vegetarian, Snack"
,"['In a bowl, mix finger millet flour, rice flour, mashed banana, sugar, melted ghee, cardamom powder, and salt. Add warm water gradually to make a smooth, pliable dough (not too soft). Rest for 15 minutes. Divide into small balls. Grease fingers, flatten each ball, and make a hole in the center to form a ring (sel shape). Heat oil. Gently slide rings into oil. Fry on medium heat until golden brown and crispy (3–4 minutes per side). Drain. Serve as a festive snack during hill festivals.']",['Nepali'],https://images.unsplash.com/photo-1490645935967-10de6ba17061?w=800&q=80,"['2 cups finger millet flour (kodo ko pitho)', '1/2 cup rice flour', '1/2 cup mashed ripe banana', '1/2 cup sugar', '1/4 cup ghee (melted)', '1/2 teaspoon cardamom powder', '1/4 teaspoon salt', 'Warm water as needed', 'Oil for deep frying']",20 minutes,Kodo Ko Sel (Finger Millet Ring Bread - Hill Festival Snack),5 servings,"Vegetarian, Snack"
,"['Grind soaked chickpeas coarsely (not too fine). Add rice flour, green chilies, ginger paste, cumin seeds, coriander seeds, turmeric, salt, and cilantro. Mix well. Add water little by little to make a thick, sticky dough. Heat oil. Shape dough into small flat discs or balls. Deep fry until golden and crispy (4–5 minutes). Drain. Drizzle with mustard oil before serving. Serve hot with green chutney.']",['Nepali'],https://images.unsplash.com/photo-1540189549336-e6e99e49c67f?w=800&q=80,"['2 cups black chickpeas (kalo chana, soaked for 4 hours and drained)', '1 cup rice flour', '2 green chilies (chopped)', '1 tablespoon ginger paste', '1 teaspoon cumin seeds', '1 teaspoon coriander seeds', '1/2 teaspoon turmeric powder', '1 teaspoon salt', '1/4 cup fresh cilantro (chopped)', 'Water as needed', 'Oil for deep frying', '1 tablespoon mustard oil (for drizzling)']",25 minutes (plus 4 hours soaking),Tharu Bariya (Tharu Community Chickpea Dumplings - Terai Harvest Snack),6 servings,"Vegetarian, Snack"
,"['In a bowl, mix flour, sugar, melted ghee, eggs, and salt. Add milk gradually to make a stiff dough. Knead for 8–10 minutes until smooth. Cover and rest for 30 minutes. Roll dough into thin sheet (about 1/8 inch thick). Cut into diamond shapes, strips, or twist shapes. Heat oil. Deep fry on medium-low heat until golden and crispy (3–4 minutes). Drain. Dust with powdered sugar. Serve during Losar (Gurung/Tibetan New Year).']",['Nepali'],https://images.unsplash.com/photo-1476224203421-74177f9f4a76?w=800&q=80,"['3 cups all-purpose flour', '1/4 cup sugar', '1/4 cup ghee (melted)', '2 eggs', '1/2 teaspoon salt', '1/2 cup milk (or as needed)', 'Oil for deep frying', 'Powdered sugar for dusting']",25 minutes,Gurung Khapse (Gurung Community Fried Pastry - Losar Special),8 servings,"Vegetarian, Main Course"
,"['In a bowl, mix rice flour, grated coconut, jaggery, cardamom powder, and salt. Add water gradually to make a thick batter (like pancake batter, not too runny). Spoon about 1/4 cup batter onto each banana leaf square. Fold leaf to enclose batter, folding edges to seal. Steam in steamer for 15–20 minutes until firm. Serve warm as a festival snack. Unwrap banana leaf before eating.']",['Nepali'],https://images.unsplash.com/photo-1414235077428-338989a2e8c0?w=800&q=80,"['2 cups rice flour (fine)', '1/4 cup grated coconut', '1/4 cup jaggery (grated, or sugar)', '1/2 teaspoon cardamom powder', '1/4 teaspoon salt', '1 cup water (or as needed)', 'Banana leaves (cut into 6x6 inch squares)']",20 minutes,Magar Bhakka (Magar Community Steamed Rice Cake - Festival Snack),6 servings,"Vegetarian, Snack"
,"['Grind black and yellow mustard seeds coarsely. In a glass jar, combine ground mustard, roasted fenugreek powder, timur powder, red chili powder, turmeric, asafoetida, and salt. Mix well. Heat mustard oil until smoking, then cool slightly. Pour oil and lemon juice into the spice mixture. Stir well. Close jar and keep in a warm place for 7 days, shaking daily. After 1 week, the achar is ready. Serve a small spoonful with dal bhat or roti.']",['Nepali'],https://images.unsplash.com/photo-1482049016688-2d3e1b311543?w=800&q=80,"['1/2 cup black mustard seeds', '1/4 cup yellow mustard seeds', '2 tablespoons fenugreek seeds (roasted and ground)', '2 tablespoons timur (Szechuan pepper, ground)', '4 tablespoons red chili powder', '2 tablespoons turmeric powder', '1 tablespoon asafoetida (hing)', '2 tablespoons salt', '1/2 cup mustard oil', '1/4 cup lemon juice']",15 minutes (plus 1 week fermentation),Tamang Achar (Tamang Community Fermented Mustard Seed Condiment),10 servings,"Vegetarian, Main Course"
,"['In a bowl, mix flour, brown sugar, melted ghee, egg, baking powder, cardamom, and nutmeg. Add warm milk gradually to make a soft dough. Knead for 8–10 minutes. Cover and rest for 1 hour. Roll dough into small balls or rope shapes. Heat oil. Deep fry on low-medium heat until golden brown (4–5 minutes). Drain. Drizzle with honey before serving. Serve during Rai community festivals.']",['Nepali'],https://images.unsplash.com/photo-1473093295043-cdd812d0e601?w=800&q=80,"['2 cups all-purpose flour', '1/2 cup brown sugar', '1/4 cup ghee (melted)', '1 egg', '1/2 teaspoon baking powder', '1/2 teaspoon cardamom powder', '1/4 teaspoon nutmeg powder', '1/4 cup warm milk (or as needed)', 'Oil for deep frying', 'Honey for drizzling']",20 minutes (plus 1 hour resting),Rai Chamre (Rai Community Sweet Fried Bread - Harvest Snack),6 servings,"Vegetarian, Dessert, Snack"
,"['In a bowl, place tsampa flour. Make a well in the center. Add melted butter, honey/jaggery syrup, and hot water (or butter tea). Mix with fingers, rubbing the flour into the liquid gradually. Add chopped walnuts and raisins. Continue mixing until mixture holds together and can be shaped into balls. Roll into walnut-sized balls. Serve immediately as an energy snack. This is traditional Sherpa food for trekkers and festivals.']",['Nepali'],https://images.unsplash.com/photo-1466637574441-749b8f19452f?w=800&q=80,"['2 cups tsampa (roasted barley flour)', '1/4 cup butter (or ghee, melted)', '2 tablespoons honey or jaggery syrup', '1/4 cup hot water (or Tibetan butter tea)', '1/4 cup roasted walnuts (chopped)', '2 tablespoons raisins']",10 minutes,Sherpa Tsampa Balls (Sherpa Community Roasted Barley Snack),4 servings,"Vegetarian, Snack"
,"['In a bowl, mix wild yam flour, rice flour, and salt. Add warm water gradually to make a stiff dough. Knead for 5 minutes. Divide into 8 balls. Flatten each ball between greased palms into flat discs (about 4 inches diameter). Heat a tawa or griddle with mustard oil. Cook each flatbread on both sides until golden brown and crispy edges (3 minutes per side). Sprinkle with timur powder. Serve hot with wild greens or gundruk pickle. This is a traditional Chepang community snack made from foraged tubers.']",['Nepali'],https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=800&q=80,"['2 cups wild yam flour (or taro flour, from foraged tubers)', '1 cup rice flour', '1/2 teaspoon salt', '1 cup warm water (or as needed)', '2 tablespoons mustard oil (for cooking)', '1 teaspoon timur powder (for sprinkling)']",20 minutes,Chepang Khari (Chepang Community Wild Yam Flatbread - Seasonal Forage),4 servings,"Vegetarian, Main Course"
,"['Drain soaked lentils. Grind with a little water to make a thick, coarse paste (not too smooth). The batter should be thick like pancake batter. Add ginger paste, turmeric, chili powder, cumin seeds, salt, and cilantro. Mix well. Heat a tawa or non-stick pan with a little oil. Pour 2 tablespoons of batter and spread into a small thick circle (about 3 inches diameter). Cook on medium heat until bottom is golden (2–3 minutes). Flip and cook the other side (2 minutes). Repeat for remaining batter. Serve hot with chutney or as part of Newari samay baji.']",['Nepali'],https://images.unsplash.com/photo-1498837167922-ddd27525d352?w=800&q=80,"['2 cups black lentils (urad dal, soaked for 4 hours)', '1/2 cup water (for grinding)', '1 teaspoon ginger paste', '1/2 teaspoon turmeric powder', '1 teaspoon red chili powder', '1/2 teaspoon cumin seeds', '1/2 teaspoon salt', 'Oil or ghee for cooking', '2 tablespoons fresh cilantro (chopped)']",15 minutes (plus 4 hours soaking),Bara (Lentil Pancake - Newari Classic),6 servings,"Vegetarian, Traditional"
,"['Drain soaked lentils. Grind with water to make a thick coarse paste. In a bowl, combine lentil batter, mashed potatoes, onion, green chilies, ginger paste, turmeric, chili powder, cumin powder, salt, and cilantro. Mix well. Heat a tawa with oil. Drop 2 tablespoons of mixture and flatten into a thick pancake. Cook on medium heat until golden brown on both sides (2–3 minutes per side). Serve hot with tomato achar.']",['Nepali'],https://images.unsplash.com/photo-1567620832903-9fc6debc209f?w=800&q=80,"['2 cups black lentils (urad dal, soaked for 4 hours)', '1/2 cup water (for grinding)', '2 medium boiled potatoes (mashed)', '1 small onion (finely chopped)', '2 green chilies (chopped)', '1 teaspoon ginger paste', '1/2 teaspoon turmeric powder', '1 teaspoon red chili powder', '1 teaspoon cumin powder', '1 teaspoon salt', 'Oil or ghee for cooking', '2 tablespoons fresh cilantro']",20 minutes (plus 4 hours soaking),Mashed Potato Bara (Aloo Bara - Newari Potato Lentil Pancake),6 servings,"Vegetarian, Traditional"
,"['Drain soaked lentils. Grind with water to make a thick coarse paste. Add ginger paste, turmeric, chili powder, salt, and cilantro. Mix well. Heat a tawa with oil. Pour 2 tablespoons of lentil batter and spread into a small thick circle. Make a small well (indentation) in the center. Crack one small egg into the well. Cook on medium-low heat until egg sets (3–4 minutes). Carefully flip and cook the other side for 1–2 minutes. Repeat for remaining batter and eggs. Serve hot with pickles or as a Newari snack.']",['Nepali'],https://images.unsplash.com/photo-1563379091054-1e4dddd2fbdc?w=800&q=80,"['2 cups black lentils (urad dal, soaked for 4 hours)', '1/2 cup water (for grinding)', '1 teaspoon ginger paste', '1/2 teaspoon turmeric powder', '1 teaspoon red chili powder', '1 teaspoon salt', '8 small eggs', 'Oil or ghee for cooking', '2 tablespoons fresh cilantro']",15 minutes (plus 4 hours soaking),Egg Bara (Anda Bara - Newari Lentil Pancake with Egg),4 servings,"Egg, Traditional"
,"['Drain soaked rice flour. In a bowl, mix rice flour and salt. Add water gradually to make a thin, runny batter (like crepe batter). Heat a non-stick pan with 1 teaspoon oil. Pour 1/2 cup batter and swirl to spread thinly. Cook on medium heat until edges lift. If using toppings: spread beaten egg or minced meat on top, then sprinkle onion, green chilies, cilantro. Cover and cook for 2 minutes until toppings set. Fold or serve open. Repeat for remaining batter. Serve hot with tomato achar or timur achar.']",['Nepali'],https://images.unsplash.com/photo-1551248429-40975aa4de74?w=800&q=80,"['2 cups rice flour (soaked in 1 cup water for 1 hour, then drained slightly)', '1/2 teaspoon salt', '1 cup water (for batter)', 'Oil or ghee for cooking', '2 eggs (beaten, optional for topping)', '1/2 cup minced chicken or buff (optional for topping)', '1/4 cup chopped cilantro', '2 green chilies (sliced)', '1 small onion (finely chopped)']",15 minutes (plus 1 hour soaking),Chatamari (Rice Flour Crepe - Newari Pizza),4 servings,"Vegetarian, Traditional"
